source,year,subject,directory_scope,region,paper_family,track,pages,page_error,size_bytes,sha256,warnings,existing_record_ids,action,replacement_candidates
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2020年高考英语试卷（上海）（春考）（空白卷）.pdf,2020,英语,SH,SH,春考,,12,,379699,11d2928c726bc0c690f92642c045e7f12dcbe9c70c768ff34c6075ca8592539c,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2020年高考英语试卷（上海）（秋考）（空白卷）.pdf,2020,英语,SH,SH,秋考,,17,,146633,9f2401ee5759a2b8fc08ea541014e515dfd05919fa0a6ed329abe33b0203e9e8,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2021年高考英语试卷（上海）（春考）（空白卷）.pdf,2021,英语,SH,SH,春考,,17,,175434,4308e23d45e78ab0da2a31ce55a15f8f9a17a8f42757f86c03ffae818726857d,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2021年高考英语试卷（上海）（秋考）（空白卷）.pdf,2021,英语,SH,SH,秋考,,15,,220159,f119009bc824e40f2d21d9ebd8073b0720dbbfe39b5708591d7acc15ceb27318,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2022年高考英语试卷（上海）（春考）（空白卷） .pdf,2022,英语,SH,SH,春考,,13,,197973,1312ad6b99e2d654402298c450990eec14d93023aaf840eac27dea75e26301e3,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2022年高考英语试卷（上海）（秋考）（空白卷）.pdf,2022,英语,SH,SH,秋考,,18,,228364,861521767310f5e617cc2f36b00b601328548d1a6c867445751617b85c8b19e2,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2023年高考英语试卷（上海）（春考）（空白卷）.pdf,2023,英语,SH,SH,春考,,17,,239595,e79562d35449db22c10c2ea40360cd1dbe91dbaa0ca9df7d05e35ab7999964b1,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（上海）英语高考真题/2023年高考英语试卷（上海）（秋考）（空白卷）.pdf,2023,英语,SH,SH,秋考,,19,,297925,6601cd8b2f87ba07a50f16a72646ba91bb1a423beeb8af324384cc345936e791,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（天津）英语高考真题/2008年高考英语试卷（天津）（空白卷）.pdf,2008,英语,TJ,TJ,地方卷,,11,,271459,d943fa8c155a5be6b88c1b078467bd0c4cf77d1c27e998941286b8cb755fac9f,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（天津）英语高考真题/2009年高考英语试卷（天津）（空白卷）.pdf,2009,英语,TJ,TJ,地方卷,,16,,158373,37871c1a555d32be7cd28efda6c7a92a9eaef91665214c7967eff24920bbfd83,,,new_candidate,
temp/版本2：英语（按省份分类）2008-2024/2008-2023·（天津）英语高考真题/2010年高考英语试卷（天津）（空白卷）.pdf,2010,英语,TJ,TJ,地方卷,,13,,334623,e86ddbce989ee3d75a849ed553491f5fd989979e764337c33b36258d8b3a2da5,,,new_candidate,
